numero_processo,tribunal,grau,classe,classe_codigo,assunto,n_assuntos,orgao_julgador,municipio_ibge,sistema,formato,nivel_sigilo,data_ajuizamento,data_ultima_atualizacao
10045079420238260126,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE CARAGUATATUBA,3510500.0,SAJ,Eletrônico,0,2023-07-20,2024-03-25
00075323520238260223,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CIVEL DE GUARUJA,,SAJ,Eletrônico,0,2023-07-21,2024-08-27
00111291720238260577,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,08 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-07-21,2024-08-26
00038318820238260248,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,03 CIVEL DE INDAIATUBA,,SAJ,Eletrônico,0,2023-07-21,2024-08-29
10083294020228260704,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,4ª CÂMARA DE DIREITO PRIVADO,,Inválido,Eletrônico,0,2023-07-23,2024-08-30
00110637620238260564,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE SAO BERNARDO DO CAMPO,,SAJ,Eletrônico,0,2023-07-24,2024-08-26
00119144020238260007,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE ITAQUERA,,SAJ,Eletrônico,0,2023-07-24,2025-01-10
00196443320238260224,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,07 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-07-24,2024-08-25
00113197720238260577,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,04 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-07-25,2024-08-26
00052759220238260625,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE TAUBATE,,SAJ,Eletrônico,0,2023-07-25,2024-08-26
00002952720238260165,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,01 CUMULATIVA DE DOIS CORREGOS,,SAJ,Eletrônico,0,2023-07-25,2024-08-27
00037939820238260079,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,01 CIVEL DE BOTUCATU,3507506.0,SAJ,Eletrônico,0,2023-07-25,2024-02-28
00006768320238260634,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,01 CUMULATIVA DE TREMEMBE,,SAJ,Eletrônico,0,2023-07-26,2024-08-26
00053477920238260625,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,02 CIVEL DE TAUBATE,,SAJ,Eletrônico,0,2023-07-26,2024-08-26
00012528120238260115,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento Domiciliar (Home Care),1,01 CUMULATIVA DE CAMPO LIMPO PAULISTA,,SAJ,Eletrônico,0,2023-07-27,2024-08-25
00004954920238260160,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE DESCALVADO,3513702.0,SAJ,Eletrônico,0,2023-07-28,2023-11-23
00058650520238260032,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2023-07-28,2024-08-28
00061069220238260156,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE CRUZEIRO,3513405.0,SAJ,Eletrônico,0,2023-07-31,2024-05-28
10023942720238260011,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,10ª CÂMARA DE DIREITO PRIVADO,,Inválido,Eletrônico,0,2023-07-31,2024-08-30
10023564420228260045,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-07-31,2025-08-14
10431590420228260002,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-01,2025-08-14
00017388020238260272,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAPIRA,,SAJ,Eletrônico,0,2023-08-01,2024-08-26
11192088320228260100,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,2ª CÂMARA DE DIREITO PRIVADO,,Inválido,Eletrônico,0,2023-08-01,2024-08-30
00210819620238260002,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE SANTO AMARO,,SAJ,Eletrônico,0,2023-08-02,2025-08-12
00110033620238260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-08-02,2024-06-05
00015463520238260568,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE SAO JOAO DA BOA VISTA,,SAJ,Eletrônico,0,2023-08-02,2024-08-26
00027111520238260408,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Assistência Médico-Hospitalar,1,VARA JUIZADO ESPECIAL CIVEL DE OURINHOS,3534708.0,SAJ,Eletrônico,0,2023-08-03,2024-02-28
10077260520238260292,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Custeio de Assistência Médica,1,FAZENDA PUBLICA DE JACAREI,3524402.0,SAJ,Eletrônico,0,2023-08-03,2024-05-08
21771148620238260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-04,2024-07-19
00118255320238260577,TJSP,G1,Cumprimento de sentença,156,Assistência Médico-Hospitalar,1,ANEXO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA COMARCA DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-08-04,2024-08-26
10051686720238260322,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Tratamento médico-hospitalar,1,VARA JUIZADO ESPECIAL CIVEL DE LINS,3527108.0,SAJ,Eletrônico,0,2023-08-06,2024-02-28
00007570420238260514,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,VARA UNICA DE ITUPEVA,,SAJ,Eletrônico,0,2023-08-07,2024-08-26
00210595120238260224,TJSP,G1,Cumprimento Provisório de Decisão,10980,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-08,2024-08-25
21759655520238260000,TJSP,G2,Agravo Interno Cível,1208,Fornecimento de medicamentos,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-08,2024-02-26
00046717320238260127,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE CARAPICUIBA,,SAJ,Eletrônico,0,2023-08-08,2024-08-26
11017254020228260100,TJSP,G2,Embargos de Declaração Cível,1689,Tratamento médico-hospitalar,1,3ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-09,2023-11-23
00071484620238260361,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,02 CIVEL DE MOGI DAS CRUZES,,SAJ,Eletrônico,0,2023-08-09,2025-02-05
00104030920238260071,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,JUIZADO ESP.DA FAZENDA PUBLICA DE BAURU,3506003.0,SAJ,Eletrônico,0,2023-08-09,2024-02-28
00046812020238260127,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,04 CIVEL DE CARAPICUIBA,,SAJ,Eletrônico,0,2023-08-09,2024-08-26
10243312620228260562,TJSP,G2,Agravo Interno Cível,1208,Serviços Hospitalares,1,34ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-09,2024-07-19
00007216820238260414,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE PALMEIRA D OESTE,3535200.0,SAJ,Eletrônico,0,2023-08-09,2024-02-28
00155094220228260602,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,ANEXO DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA DE SOROCABA,,SAJ,Eletrônico,0,2023-08-10,2024-08-28
00012515820238260063,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL E CRIMINAL DE BARRA BONITA,,SAJ,Eletrônico,0,2023-08-10,2024-08-29
10929276620178260100,TJSP,G2,Embargos de Declaração Cível,1689,Planos de Saúde,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-11,2023-11-23
21776656620238260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,8ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-11,2024-07-20
00043341220238260248,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,VARA JUIZADO ESPECIAL CIVEL DE INDAIATUBA,,Inválido,Eletrônico,0,2023-08-11,2024-08-29
00007875520238260153,TJSP,G1,Liquidação de Sentença pelo Procedimento Comum,152,Tratamento médico-hospitalar,1,01 CUMULATIVA DE CRAVINHOS,3513108.0,SAJ,Eletrônico,0,2023-08-13,2023-12-04
10027426520218260609,TJSP,G2,Embargos de Declaração Cível,1689,Fornecimento de medicamentos,1,4ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2023-08-14,2023-09-29
11020216220228260100,TJSP,G2,Embargos de Declaração Cível,1689,Serviços Hospitalares,1,36ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-14,2024-07-19
00220408020238260224,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-14,2024-08-26
10078140320238260079,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Custeio de Assistência Médica,1,VARA JUIZADO ESP. CIVEL CRIM. DE BOTUCATU,3507506.0,SAJ,Eletrônico,0,2023-08-15,2024-02-28
21757585620238260000,TJSP,G2,Agravo Interno Cível,1208,Tratamento médico-hospitalar,1,5ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-15,2024-05-28
00058102120238260625,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE TAUBATE,,SAJ,Eletrônico,0,2023-08-15,2024-08-26
00034218720238260132,TJSP,G1,Cumprimento Provisório de Decisão,10980,Fornecimento de medicamentos,1,03 CIVEL DE CATANDUVA,3511102.0,SAJ,Eletrônico,0,2023-08-16,2023-09-30
10020312820198260125,TJSP,G2,Apelação Cível,198,Planos de Saúde,3,3ª CÂMARA DE DIREITO PRIVADO,,Inválido,Eletrônico,0,2023-08-16,2024-08-30
00122961120238260564,TJSP,G1,Cumprimento de sentença,156,Serviços Hospitalares,1,02 CIVEL DE SAO BERNARDO DO CAMPO,,SAJ,Eletrônico,0,2023-08-16,2024-08-26
00107426520238260071,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESP.DA FAZENDA PUBLICA DE BAURU,3506003.0,SAJ,Eletrônico,0,2023-08-16,2024-03-10
00025653120238260292,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,2,02 CRIMINAL DE JACAREI,3524402.0,SAJ,Eletrônico,0,2023-08-16,2023-11-23
00247723420238260224,TJSP,G1,Cumprimento de sentença,156,Planos de Saúde,1,03 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-17,2024-08-25
00220364320238260224,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,09 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-17,2025-01-10
00099018020238260003,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,04 CIVEL DE JABAQUARA,3550308.0,SAJ,Eletrônico,0,2023-08-17,2023-10-31
10022313420238260565,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,10ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-08-17,2024-10-26
10207603120238260071,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Custeio de Assistência Médica,1,JUIZADO ESP.DA FAZENDA PUBLICA DE BAURU,3506003.0,SAJ,Eletrônico,0,2023-08-17,2024-02-28
00220320620238260224,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,09 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-17,2024-08-26
00108023820238260071,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESP.DA FAZENDA PUBLICA DE BAURU,3506003.0,SAJ,Eletrônico,0,2023-08-17,2024-02-28
10218074620238260554,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-08-21,2024-03-25
00093652420238260309,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Assistência Médico-Hospitalar,1,FAZENDA PUBLICA DE JUNDIAI,,SAJ,Eletrônico,0,2023-08-21,2024-08-25
00222694020238260224,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Assistência Médico-Hospitalar,1,02 FAZENDA PUBLICA DE GUARULHOS,,SAJ,Eletrônico,0,2023-08-21,2024-08-25
00059384120238260625,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,04 CIVEL DE TAUBATE,,SAJ,Eletrônico,0,2023-08-21,2024-08-26
00074716920238260161,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,02 CIVEL DE DIADEMA,,SAJ,Eletrônico,0,2023-08-23,2024-07-20
00129931520238260602,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE SOROCABA,,SAJ,Eletrônico,0,2023-08-23,2024-08-28
10031806620238260045,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Assistência Médico-Hospitalar,2,VARA JUIZADO ESP. CIVEL CRIM. DE ARUJA,,SAJ,Eletrônico,0,2023-08-23,2024-08-25
00004597720238260169,TJSP,G1,Cumprimento de sentença,156,Custeio de Assistência Médica,1,JUIZADO ESPECIAL CIVEL DE DUARTINA,,SAJ,Eletrônico,0,2023-08-23,2024-08-27
10378231420208260576,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,4ª CÂMARA DE DIREITO PRIVADO,,Inválido,Eletrônico,0,2023-08-23,2024-08-30
00039008920238260032,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2023-08-23,2024-08-27
00122911920238260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-08-24,2024-06-05
00040092120238260609,TJSP,G1,Requisição de Pequeno Valor,1266,Custeio de Assistência Médica,1,VARA JUIZADO ESP. CIVEL CRIM. DE TABOAO DA SERRA,,SAJ,Eletrônico,0,2023-08-24,2024-08-26
00024431120238260650,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CUMULATIVA DE VALINHOS,3556206.0,SAJ,Eletrônico,0,2023-08-24,2023-10-31
15025292520238260126,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE CARAGUATATUBA,3510500.0,SAJ,Eletrônico,0,2023-08-24,2024-03-26
00024457820238260650,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 CUMULATIVA DE VALINHOS,3556206.0,SAJ,Eletrônico,0,2023-08-24,2023-12-04
10463789520178260100,TJSP,G2,Agravo Interno Cível,1208,Planos de Saúde,1,6ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-25,2024-02-26
00003990920228260115,TJSP,G1,Requisição de Pequeno Valor,1266,Planos de Saúde,1,02 CUMULATIVA DE CAMPO LIMPO PAULISTA,,SAJ,Eletrônico,0,2023-08-25,2024-08-26
00039666520238260292,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE JACAREI,3524402.0,SAJ,Eletrônico,0,2023-08-25,2024-05-28
10007197620238260060,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE AURIFLAMA,3504206.0,SAJ,Eletrônico,0,2023-08-26,2024-02-28
00289825920238260053,TJSP,G1,Liquidação de Sentença pelo Procedimento Comum,152,Tratamento médico-hospitalar,1,05 FAZENDA PUBLICA DE CENTRAL,3550308.0,SAJ,Eletrônico,0,2023-08-28,2023-11-23
10144669720158260020,TJSP,G2,Agravo Interno Cível,1208,Planos de Saúde,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-28,2023-11-23
00132164320238260577,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,05 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-08-28,2024-08-26
10960438020178260100,TJSP,G2,Agravo Interno Cível,1208,Planos de Saúde,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-08-28,2024-02-26
00062438020238260348,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,04 CIVEL DE MAUA,,SAJ,Eletrônico,0,2023-08-29,2025-08-11
00049687420238260032,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,FAZENDA PUBLICA DE ARACATUBA,,SAJ,Eletrônico,0,2023-08-29,2024-08-28
00078196920238260361,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,03 CIVEL DE MOGI DAS CRUZES,3530607.0,SAJ,Eletrônico,0,2023-08-29,2024-05-28
10219303820238260071,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Assistência Médico-Hospitalar,1,JUIZADO ESP.DA FAZENDA PUBLICA DE BAURU,3506003.0,SAJ,Eletrônico,0,2023-08-29,2024-02-28
00120885120238260071,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,07 CIVEL DE BAURU,,Inválido,Eletrônico,0,2023-08-30,2024-08-29
00440232220238260100,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,37 CIVEL DE CENTRAL,,SAJ,Eletrônico,0,2023-08-31,2025-02-05
00017988020238260457,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE PIRASSUNUNGA,,SAJ,Eletrônico,0,2023-08-31,2024-08-26
00134996620238260577,TJSP,G1,Cumprimento de sentença,156,Tratamento Domiciliar (Home Care),1,08 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-08-31,2024-08-26
00247696620238260002,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,11 CIVEL DE SANTO AMARO,3550308.0,SAJ,Eletrônico,0,2023-08-31,2023-12-05
00003723320238260263,TJSP,G1,Requisição de Pequeno Valor,1266,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE ITAI,,SAJ,Eletrônico,0,2023-09-01,2024-08-27
00251542720238260224,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,03 CIVEL DE GUARULHOS,,SAJ,Eletrônico,0,2023-09-01,2024-08-25
10697622420168260100,TJSP,G2,Embargos de Declaração Cível,1689,Planos de Saúde,1,10ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-01,2024-02-26
00144091820238260602,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE SOROCABA,,SAJ,Eletrônico,0,2023-09-01,2024-08-28
00008126120238260414,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,JUIZADO ESPECIAL CIVEL CRIM. DE PALMEIRA D OESTE,,SAJ,Eletrônico,0,2023-09-04,2024-08-27
00125888520238260405,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,01 FAZENDA PUBLICA DE OSASCO,,SAJ,Eletrônico,0,2023-09-04,2024-08-25
00026549220238260441,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CUMULATIVA DE PERUIBE,,SAJ,Eletrônico,0,2023-09-05,2024-07-20
10065126220238260038,TJSP,G1,Cumprimento de Sentença contra a Fazenda Pública,12078,Fornecimento de medicamentos,1,03 CIVEL DE ARARAS,3503307.0,SAJ,Eletrônico,0,2023-09-05,2023-11-24
00060198620238260011,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,02 CIVEL DE PINHEIROS,,SAJ,Eletrônico,0,2023-09-05,2025-08-11
10088105420228260008,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,2ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-06,2024-05-28
10061858020228260191,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,12ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2023-09-06,2023-11-23
00017831220238260296,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE JAGUARIUNA,,SAJ,Eletrônico,0,2023-09-06,2024-08-25
00128784120238260554,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,01 CIVEL DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-09-06,2023-12-05
10071529120228260073,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,1ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2023-09-06,2023-11-23
00017814220238260296,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CUMULATIVA DE JAGUARIUNA,,SAJ,Eletrônico,0,2023-09-06,2024-08-26
00159695220238260001,TJSP,G1,Cumprimento Provisório de Decisão,10980,Tratamento médico-hospitalar,1,07 CIVEL DE SANTANA,,SAJ,Eletrônico,0,2023-09-06,2025-08-11
22392805720238260000,TJSP,G2,Mandado de Segurança Cível,120,Fornecimento de medicamentos,1,2ª CÂMARA DE DIREITO PÚBLICO,3550308.0,SAJ,Eletrônico,0,2023-09-06,2023-11-23
10242754920218260005,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,8ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-06,2024-05-28
00050737920238260152,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE COTIA,3513009.0,SAJ,Eletrônico,0,2023-09-07,2024-05-28
10268045320218260001,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,6ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-07,2024-03-25
10385043020158260100,TJSP,G2,Embargos de Declaração Cível,1689,Planos de Saúde,1,9ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-08,2023-11-23
00132014620238260554,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-09-08,2024-05-08
10586444120228260100,TJSP,G2,Embargos de Declaração Cível,1689,Tratamento médico-hospitalar,1,2ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-08,2024-02-26
00356259520238260000,TJSP,G2,Cumprimento de sentença,156,Fornecimento de medicamentos,1,2ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-11,2023-10-20
10033431520208260348,TJSP,G2,Apelação Cível,198,Serviços Hospitalares,1,30ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-11,2024-04-26
10237717420238260554,TJSP,G1,Procedimento do Juizado Especial da Fazenda Pública,14695,Assistência Médico-Hospitalar,1,01 FAZENDA PUBLICA DE SANTO ANDRE,3547809.0,SAJ,Eletrônico,0,2023-09-11,2024-05-08
10004133420238260246,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,2ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-09-11,2024-07-20
00145258120238260001,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,01 CIVEL DE SANTANA,,SAJ,Eletrônico,0,2023-09-11,2025-08-14
10188007320238260351,TJSP,G1,Reclamação Pré-processual,11875,Tratamento médico-hospitalar,1,CEJUSC (Pré-Processual),,SAJ,Eletrônico,0,2023-09-11,2025-08-06
10061878920238260005,TJSP,G2,Apelação Cível,198,Tratamento médico-hospitalar,1,5ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-09-11,2024-07-19
00135441220238260564,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,08 CIVEL DE SAO BERNARDO DO CAMPO,,SAJ,Eletrônico,0,2023-09-11,2024-08-26
10521762720238260100,TJSP,G2,Apelação Cível,198,Serviços Hospitalares,1,32ª CÂMARA DE DIREITO PRIVADO,3550308.0,SAJ,Eletrônico,0,2023-09-11,2024-05-28
10389877120228260114,TJSP,G2,Apelação Cível,198,Fornecimento de medicamentos,1,1ª CÂMARA DE DIREITO PRIVADO,,SAJ,Eletrônico,0,2023-09-11,2024-07-19
00139829620238260577,TJSP,G1,Cumprimento de sentença,156,Fornecimento de medicamentos,1,07 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-09-12,2024-08-26
00027102820238260441,TJSP,G1,Cumprimento de sentença,156,Planos de Saúde,1,02 CUMULATIVA DE PERUIBE,,SAJ,Eletrônico,0,2023-09-12,2024-08-27
00008517720238260246,TJSP,G1,Cumprimento Provisório de Sentença,157,Tratamento médico-hospitalar,1,02 CUMULATIVA DE ILHA SOLTEIRA,,SAJ,Eletrônico,0,2023-09-13,2024-08-27
00037473720238260297,TJSP,G1,Cumprimento Provisório de Sentença,157,Fornecimento de medicamentos,1,VARA JUIZADO ESP. CIVEL CRIM. DE JALES,,SAJ,Eletrônico,0,2023-09-13,2024-08-27
00104184020238260309,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,FAZENDA PUBLICA DE JUNDIAI,,SAJ,Eletrônico,0,2023-09-14,2024-08-26
00140305520238260577,TJSP,G1,Cumprimento de sentença,156,Tratamento médico-hospitalar,1,06 CIVEL DE SAO JOSE DOS CAMPOS,,SAJ,Eletrônico,0,2023-09-14,2024-08-26
