processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,data_julgamento,data_publicacao,regime_inicial,pena_anos,houve_reincidencia,houve_confissao,eh_trafico,n_palavras_ementa,ementa
1500647-28.2023.8.26.0417,20810679,Apelação Criminal,Estelionato,Ana Lucia Fernandes Queiroga,Paraguaçu Paulista,9ª Câmara de Direito Criminal,9,06/08/2026,06/08/2026,fechado,,True,True,False,264,"Direito Penal. Apelação Criminal . Estelionato. Recurso ministerial provido. Recurso defensivo desprovido.
I. Caso em Exame
1. Apelações criminais interpostas em face de sentença que deu o réu como o incurso no delito previsto no art. 171, caput, do CP. O Parquet pleiteia reforma da dosimetria enquanto a Defesa pugna pela absolvição por ausência de prova da materialidade delitiva e insuficiência do acervo probatório para lastrear decreto condenatório.
II. Questão em Discussão
2. As questões em discussão são (i) a suficiência da prova produzida para o pretendido desate condenatório e (ii) a corretude da dosimetria.
III. Razões de Decidir
3. Materialidade do delito bem evidenciada. Palavras da vítima, de especial relevância no âmbito de crimes patrimoniais, restou corroborada pelo depoimento de testemunha e confissão do apelante. O estelionato, na modalidade descrita nos autos, não produz vestígios materiais passíveis de comprovação técnica, consumando-se pela transferência patrimonial obtida mediante fraude, demonstrável pelos meios ordinários de prova. A exigência de perícia contábil é incompatível com a estrutura típica do delito.
4. Exasperação da pena base que merece majoração frente aos maus antecedentes excepcionalmente graves, conduta social desviada e personalidade voltada para o crime. Histórico criminal em expansão que densifica a reprovação já constatada por esta C. Câmara em precedente. A multirreincidência específica prepondera integralmente sobre a atenuante da confissão e justifica fração mais elevada. 
IV. Dispositivo e Tese
5. Recurso defensivo não provido. Recurso ministerial provido para condenar o réu à pena definitiva de 5 (cinco) anos de reclusão, em regime inicial fechado, e 50 (cinquenta) dias-multa no valor unitário mínimo, mantidos os demais termos da sentença."
1531959-36.2025.8.26.0228,20810639,Apelação Criminal,Tráfico de Drogas e Condutas Afins,Renata William Rached Catelli,São Paulo,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,aberto,,False,True,True,206,"APELAÇÃO CRIMINAL – Tráfico de drogas (art. 33, §4º, c.c. art. 40, V, ambos da Lei nº 11.343/06) – Autoria e materialidade delitivas bem demonstradas, tanto que não questionadas no apelo. Confissão judicial da ré corroborada pelo relato das testemunhas. Condenação mantida. Pretensão defensiva única de afastamento da majorante prevista no artigo 40, inciso V, da Lei de Drogas. Inviabilidade. Apelante que confessou ter ingerido as cápsulas de cocaína em Corumbá/MS e se deslocado até a cidade de São Paulo/SP, onde foi flagrada em ""hospedaria"" expelindo o entorpecente. Desnecessidade de ""Domínio Logístico"": O argumento defensivo de que a ré não detinha o controle diretivo do percurso ou da logística do transporte não afasta a causa de aumento de pena, dada a sua natureza objetiva e formal. Aliás, para a incidência do aumento pelo tráfico entre Estados, basta a prova da intenção de realizar o comércio interestadual, sendo dispensável o efetivo cruzamento das divisas territoriais - Súmula nº 587 do STJ e Súmula Vinculante nº 140 do STF. Dosimetria penal: Reprimendas fixadas corretamente no mínimo legal, com aplicação do redutor do tráfico privilegiado no patamar máximo de 2/3. Estabelecimento do regime inicial aberto e substituição da pena privativa de liberdade por duas restritivas de direitos. Recurso desprovido."
1525745-15.2024.8.26.0050,20811072,Apelação Criminal,Associação para a Produção e Tráfico e Condutas Afins,Renata William Rached Catelli,São Paulo,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,,,False,False,True,221,"APELAÇÃO CRIMINAL . ASSOCIAÇÃO PARA O TRÁFICO DE DROGAS (ART. 35 DA LEI N. 11.343/06). Alegação de quebra na cadeia de custódia, porquanto a prova digital que sustenta a imputação – qual seja, a transcrição das conversas entre os corréus, obtidas por meio da quebra do sigilo telemático de aparelho celular localizado em contexto de grande apreensão de entorpecentes – não foi submetida à perícia técnica. Disciplina de preservação da cadeia de custódia que visa garantir a confiabilidade da prova, regendo-se pelo princípio da mesmidade, afastando-se qualquer possibilidade de adulteração ou manipulação. Fundamento extraído, igualmente, da necessidade de garantia da ampla defesa e da paridade de armas, possibilitando que ambas as partes possam aferir a integridade e autenticidade da prova, bem como produzir eventual contraprova. Íntegra da materialidade e autoria da imputação ora apurada derivada, justamente, do conteúdo extraído do aparelho celular do corréu Alan. Degravação das mídias efetuada unilateralmente pela autoridade policial, sem perícia técnica e sem juntada do material original nos autos, para aferição. Prova inauditável por qualquer das partes, tornando-se diabólica a impugnação de seu conteúdo. Confiabilidade mínima não aferida, e violação da paridade de armas. Necessidade de reconhecimento da nulidade ab initio do feito, a partir do recebimento da denúncia, quando da análise da justa causa para a persecução penal. Retorno do feito à origem. Recurso provido."
1504002-87.2025.8.26.0510,20810615,Apelação Criminal,Tráfico de Drogas e Condutas Afins,Renata William Rached Catelli,Rio Claro,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,,,False,False,True,94,"APELAÇÃO CRIMINAL – Tráfico de entorpecentes. Sentença condenatória. Insurgência defensiva. Ilicitude de provas decorrente da abordagem policial não verificada. Circunstâncias que justificavam a abordagem, uma vez que o réu, ao notar a aproximação da viatura policial, empreendeu fuga e, durante o acompanhamento, arremessou uma sacola amarela em uma caçamba de entulho, no interior da qual foram localizados os entorpecentes. Fundada suspeita caracterizada. Preliminar afastada. Mérito. Autoria e materialidade delitivas comprovadas pelos elementos constantes dos autos. Conjunto probatório robusto e suficiente para manter a condenação. Condenação mantida. Pena e regime fixados com critério. Recurso desprovido."
1503960-60.2025.8.26.0535,20810624,Apelação Criminal,Furto,Renata William Rached Catelli,Guarulhos,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,semiaberto,,True,True,False,169,"APELAÇÃO CRIMINAL – Furto simples (art. 155, ""caput"", do CP) – Autoria e materialidade delitivas bem demonstradas, tanto que não questionadas no apelo. Confissão judicial do réu corroborada pelo relato das testemunhas. Condenação mantida. Dosimetria penal. 1ª Fase: pena-base fixada em 1/4 acima do mínimo legal em razão dos maus antecedentes do acusado. Readequação da reprimenda basilar para 1/6 acima do mínimo legal. 2ª Fase: Incidência da agravante da reincidência e da atenuante da confissão espontânea. Compensação parcial entre as circunstâncias, com exasperação da reprimenda no dobro. Aumento que se revela desproporcional. Utilização da fração de 1/6, tratando-se de acusado multirreincidente (quatro condenações). Tema 585 do C. STJ. Regime semiaberto bem fixado para início de cumprimento da reprimenda, diante da multirreincidência e maus antecedentes do acusado, nos termos do art. 33, §2º, 'b', e §3º, do CP. Inviabilidade de substituição da carcerária por penas restritivas de direitos, também em razão da recidiva criminal – art. 44, II, do CP. Recurso parcialmente provido somente para reduzir as penas do apelante."
1503036-28.2025.8.26.0542,20810623,Apelação Criminal,Tráfico de Drogas e Condutas Afins,Renata William Rached Catelli,Osasco,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,fechado,,True,False,True,294,"APELAÇÃO CRIMINAL – TRÁFICO DE DROGAS (art. 33, ""caput"", da Lei nº 11.343/06). Pretensão defensiva de absolvição por insuficiência de provas. Inviabilidade. Materialidade e autoria delitivas devidamente comprovadas. Policiais civis que rumaram para o local dos fatos, após informações recebidas do DENARC de que, em determinada residência, eram mantidas grandes quantidades de drogas. Acusado que foi visto pelos policiais entrando na referida casa e saindo dela com uma mochila preta. Abordagem do apelante que culminou na localização, dentro da referida mochila, de 325 porções de cocaína,100 porções de ""maconha"", 80 porções de K2, 180 porções de ""crack"" e 45 porções de ""haxixe"". Chave da casa que também foi encontrada em poder do acusado. Réu que franqueou a entrada dos policiais no local. Apreensão de mais quantidades de maconha, haxixe, cocaína, crack, K2, ecstasy e lança-perfume, bem como R$ 6.620,00, e petrechos e anotações contábeis do tráfico. Validade dos depoimentos de agentes públicos. Versão exculpatória do réu isolada e fantasiosa diante das circunstâncias da apreensão. Quantidade, variedade e forma de acondicionamento de entorpecentes apreendidos, além de circunstâncias da prisão que demonstram a mercancia. Condenação mantida. Dosimetria penal. Primeira fase: pena-base adequadamente fixada em 1/4 acima do mínimo legal, haja vista a imensa variedade e quantidade de drogas apreendidas, e tendo em vista a complexidade e magnitude do ponto de armazenamento e abastecimento de drogas mantido pelo réu. Segunda fase: Correta a incidência da agravante da reincidência, no caso específica, com exasperação da reprimenda em 1/6. Terceira fase: Inaplicabilidade da minorante prevista no §4º do art. 33 da Lei de Drogas, em face da reincidência. Manutenção do regime inicial fechado, diante da reincidência, dos maus antecedentes e do quantum da pena aplicada, nos termos do art. 33, §2º, 'a', e §3º, do Código Penal. Recurso desprovido."
1500746-58.2025.8.26.0536,20810676,Apelação Criminal,Roubo Majorado,Renata William Rached Catelli,Guarujá,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,fechado,5.333333333333333,False,False,False,190,"APELAÇÃO CRIMINAL – CRIME DE ROUBO MAJORADO PELO CONCURSO DE AGENTES. Condenação imposta na origem. Recursos defensivos pretendendo a absolvição com fundamento na insuficiência probatória. Impossibilidade. Prova segura acerca da autoria. Vítima que reconheceu os acusados, que foram detidos por populares logo após os fatos. Pretensão de desclassificação da conduta para furto. Impossibilidade. Vítima que teve sua corrente de ouro subtraída após sofrer ""mata-leão"" e cair ao solo. Relato da vítima que indica a violência contra a pessoa, preenchendo-se a elementar exigida para o crime de roubo. Dosimetria escorreita e que não comporta reparos. Recurso ministerial pretendendo a reforma da dosimetria para ver fixada a pena base em patamar acima do mínimo, fixar o regime inicial fechado bem como a indenização mínima em favor da vítima. Impossibilidade. Circunstâncias que não se distanciam daquelas inerentes ao tipo. Pena final de 5 anos e 4 meses de reclusão. Regime semiaberto bem fixado diante da primariedade. Indenização que não pode ser fixada no caso, a despeito da existência de pedido expresso, não houve instrução probatória específica, inviabilizando o exercício do contraditório e da ampla defesa por parte dos acusados. Precedentes desta C. Câmara."
1500762-70.2024.8.26.0431,20810841,Apelação Criminal,Crimes do Sistema Nacional de Armas,Crescenti Abdalla,Pederneiras,6ª Câmara de Direito Criminal,6,06/08/2026,06/08/2026,,2.75,False,False,False,162,"DIREITO PENAL. APELAÇÃO CRIMINAL . PORTE ILEGAL DE MUNIÇÃO. RECURSO DESPROVIDO.
I. Caso em Exame
Marcelo Malaquias Dias foi condenado a 2 anos, 9 meses e 18 dias de reclusão, além de 14 dias-multa, por porte ilegal de munição (Lei nº 10.826/03, art. 14, caput). Pugna pela absolvição por ausência de prova ou atipicidade material da conduta (insignificância); subsidiariamente, redução das sanções e regime prisional mais brando.
II. Questão em Discussão
2. A questão em discussão consiste em (i) a existência de provas suficientes para a condenação e (ii) a possibilidade de aplicação do princípio da insignificância.
III. Razões de Decidir
3. A prova oral, especialmente o relato da testemunha e dos agentes da lei, confirmou o porte de munições pelo apelante, sem indícios de animosidade que justificassem falsa incriminação.
4. O crime de porte de munições é de mera conduta e perigo abstrato, não cabendo a aplicação do princípio da insignificância, mesmo com a apreensão de poucas munições.
5. Recurso desprovido."
1500077-91.2025.8.26.0378,20810725,Apelação Criminal,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisiona",Renata William Rached Catelli,Tatuí,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,semiaberto,,True,False,False,152,"APELAÇÃO – POSSE DE ENTORPECENTES PARA USO PRÓPRIO – PRELIMINAR DE NULIDADE DA REVISTA PESSOAL REALIZADA POR GUARDAS MUNICIPAIS - TEMA 656 DE REPERCUSSÃO GERAL DO STF – As guardas estão autorizadas a realizar policiamento ostensivo comunitário – Além disso, a guarda civil, ainda que no exercício de proteção de bens, serviços e patrimônio municipais, poderá reprimir a flagrância de crimes, assim como o poderia qualquer cidadão - PRELIMINAR INDEFERIDA.

PRELIMINAR DE AUSÊNCIA DE FUNDADA SUSPEITA - Afastada - Réu que, ao perceber a presença da viatura, abandonou a bicicleta e correu para o interior do estabelecimento - PRELIMINAR RECHAÇADA

MÉRITO – POSSE DE POSSE DE ENTORPECENTES PARA USO PRÓPRIO, FALSA IDENTIDADE, RESISTÊNCIA E LESÃO CORPORAL - Autoria e materialidade delitiva comprovada pelos elementos constantes dos autos -– Absolvição descabida – Afastamento dos maus antecedentes e diminuição da pena - Regime semiaberto adequado face à reincidência do sentenciado – RECURSO PARCIALMENTE PROVIDO."
0013501-37.2025.8.26.0554,20810658,Apelação Criminal,Roubo Majorado,Renata William Rached Catelli,Santo André,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,,11.75,False,False,False,177,"DIREITO PENAL. APELAÇÃO. ROUBO E LATROCÍNIO. PARCIAL PROVIMENTO. I. Caso em Exame 1. Hugo Henrique da Silva foi condenado por roubo qualificado e latrocínio, em concurso de agentes e uso de arma de fogo, à pena de 11 anos, 9 meses e 10 dias de reclusão, além de 93 dias-multa. O recurso de apelação busca absolvição por insuficiência de provas, reconhecimento de tentativa, revisão da dosimetria e abrandamento do regime prisional devido à paraplegia do apelante. II. Questão em Discussão 2. A questão em discussão consiste em (i) a suficiência de provas para a condenação pelo primeiro roubo, (ii) a possibilidade de desclassificação para tentativa no segundo crime, e (iii) a revisão da dosimetria das penas. III. Razões de Decidir 3. A palavra da vítima e dos policiais é considerada suficiente para a condenação, conforme jurisprudência. 4. A dosimetria inicial foi revista para afastar o bis in idem, resultando em penas reduzidas. IV. Dispositivo e Tese 5. Recurso parcialmente provido para reduzir as penas para 10 anos, 4 meses e 13 dias de reclusão, e 36 dias-multa."
0007137-82.2015.8.26.0624,20810633,Apelação Criminal,Furto,Renata William Rached Catelli,Tatuí,16ª Câmara de Direito Criminal,16,06/08/2026,06/08/2026,,,False,False,False,155,"APELAÇÃO CRIMINAL . Furto caput. Condenação imposta na origem. Recurso defensivo. Preliminar de reconhecimento da prescrição. Inocorrência. Processo em que foi concedida a suspensão condicional do processo ao acusado. Descumprimento das condições impostas após o prazo de suspensão. Retomada do curso do lapso prescricional que se dá a partir da decisão que revoga a suspensão. Entendimento do STJ. Pleito de absolvição com fundamento na insuficiência probatória. Impossibilidade. Prova dos autos segura de que o acusado se apoderou do tablet da ambulância que o transportou momentos antes. Pleito de absolvição pela atipicidade a partir da insignificância. Impossibilidade. Bem avaliado em 63% do salário-mínimo, não sendo insignificante a lesão ao bem jurídico tutelado. Pleito de reconhecimento do furto privilegiado, conforme artigo 155, §2º do CP. Possibilidade. Réu primário e bem de pequeno valor, posto que inferior ao salário-mínimo vigente. Redução da pena em 1/2. Pena privativa de liberdade substituída por uma restritiva de direitos. Recurso parcialmente provido."
1501614-25.2025.8.26.0378,20810876,Apelação Criminal,Tráfico de Drogas e Condutas Afins,Tetsuzo Namba,Porto Feliz,2ª Câmara de Direito Criminal,2,06/08/2026,06/08/2026,fechado,8.5,True,False,True,961,"DIREITO PENAL. APELAÇÃO CRIMINAL . TRÁFICO DE DROGAS. RECURSO DESPROVIDO.
I. Caso em exame
1. Apelação interposta em favor de Julio César, condenado à pena de 8 anos, 6 meses e 2 dias de reclusão, em regime inicial fechado, e ao pagamento de 851 dias-multa, como incurso no artigo 33, ""caput"", c. c. artigo 40, inciso III, ambos da Lei nº 11.343/2006. Consta que, quando retornava de saída temporária ao Centro de Progressão Penitenciária de Porto Feliz/SP, o apelante foi surpreendido trazendo consigo, ocultada na costura da bermuda que vestia, uma porção de cocaína com peso líquido de 36,81 gramas.
II. Questão em discussão
2. Discute-se: (i) absolvição por inexistência do delito ou insuficiência probatória, nos termos do artigo 386, incisos VI e VII, do Código de Processo Penal; (ii) justiça gratuita. 
III. Razões de decidir
3. A materialidade delitiva foi demonstrada pelo boletim de ocorrência, auto de exibição e apreensão, laudo químico-toxicológico e demais documentos constantes dos autos, corroborados pela prova oral produzida em juízo. O laudo pericial atestou tratar-se de cocaína.
4. A autoria foi comprovada pela prova oral colhida sob o crivo do contraditório. Os policiais penais confirmaram que a substância entorpecente foi localizada na costura da bermuda utilizada pelo apelante quando retornava da saída temporária.
5. A versão defensiva de que a acusação teria sido forjada em razão de suposto desentendimento anterior com servidor da unidade prisional não encontrou respaldo nos autos. Os depoimentos dos agentes mostraram-se coerentes, harmônicos e alinhados aos demais elementos probatórios. Ausente demonstração de interesse dos agentes na incriminação indevida do apelante.
6. A quantidade de cocaína apreendida, correspondente a 36,81 gramas, aliada às circunstâncias da apreensão, evidenciou a destinação da droga ao consumo de terceiros no ambiente prisional. O apelante, ademais, negou ser usuário de entorpecentes.
7. Para a configuração do delito de tráfico de drogas não se exige a efetiva comercialização da substância. Basta a prática de uma das condutas previstas no tipo penal, sendo suficiente a comprovação de que o agente trazia consigo a droga destinada à entrega para consumo de terceiros.
8. A causa de aumento prevista no artigo 40, inciso III, da Lei nº 11.343/2006 foi corretamente reconhecida, pois o apelante tentou ingressar em estabelecimento prisional trazendo consigo substância entorpecente destinada ao consumo de terceiros.
9. A pena foi mantida. Na 1ª fase, a pena-base foi elevada em 1/4 pelos maus antecedentes. Na 2ª fase, houve aumento de 1/6 pela reincidência. Na 3ª fase, foi afastada a causa de diminuição prevista no artigo 33, § 4º, da Lei nº 11.343/2006 em razão dos maus antecedentes e da reincidência. Aplicou-se, ao final, a causa de aumento do artigo 40, inciso III, da Lei de Drogas, aumentando-se a pena em mais 1/6. Corrigiu-se erro material relativo à quantidade de dias-multa, passando de 851 para 850. Total da pena: 8 anos, 6 meses e 2 dias de reclusão e 850 dias-multa.
10. Regime inicial fechado mantido. A quantidade da pena, reincidência, os maus antecedentes e as circunstâncias concretas do delito justificam a manutenção do regime mais gravoso. Inviável a substituição da pena privativa de liberdade por restritivas de direitos.
IV. Dispositivo e tese
11. Recurso desprovido, com correção, de ofício, de erro material relativo ao número de dias-multa, para constar 850 dias-multa. 
Tese de julgamento: 1. Os depoimentos coerentes e convergentes de policiais penais, corroborados pelos demais elementos de prova, constituem fundamento idôneo para a condenação por tráfico de drogas. 2. A apreensão de substância entorpecente ocultada em vestimenta utilizada por sentenciado durante o retorno de saída temporária autoriza o reconhecimento do tráfico de drogas. 3. A majorante prevista no artigo 40, inciso III, da Lei nº 11.343/2006 incide quando comprovada a intenção de ingresso de entorpecentes em estabelecimento prisional. 4. A reincidência e os maus antecedentes impedem a incidência da causa de diminuição prevista no artigo 33, § 4º, da Lei nº 11.343/2006. 5. A reincidência pode ser utilizada simultaneamente como agravante e como óbice ao tráfico privilegiado, sem caracterização de bis in idem. 6. Mantém-se o regime inicial fechado quando a pena supera oito anos e presentes reincidência e maus antecedentes.
Legislação citada:
Código de Processo Penal, artigos 157, 188, 386, incisos VI e VII, e 387, § 2º; Código Penal, artigo 33, § 2º, alínea ""a"", e §§ 2º e 3º; artigo 59; Constituição Federal, artigo 5º, incisos XLIII e XLVI; Lei nº 11.343/2006, artigos 33, caput, 33, § 4º, e 40, inciso III; Lei nº 8.072/1990, artigo 2º, § 1º; Lei nº 9.455/1997, artigo 1º, § 7º; Lei nº 11.464/2007; Constituição Federal, artigo 243 e parágrafo único.
Jurisprudência citada:
STF, RHC 134829/RJ, Rel. Min. Ricardo Lewandowski, j. 28.3.2017; STF, Habeas Corpus n. 69657/SP, Rel. Min. Francisco Rezek, Tribunal Pleno, j. 18.12.1992; STF, Habeas Corpus n. 82966/SP, Rel. Min. Nelson Jobim, 2ª Turma, j. 20.5.2003; STF, Habeas Corpus n. 82959/SP, Rel. Min. Marco Aurélio, Tribunal Pleno, j. 23.2.2006; STF, Habeas Corpus n. 91360/SP, Rel. Min. Joaquim Barbosa, 2ª Turma, j. 13.5.2008.
STJ, AgRg no HC n. 562216/SP, Rel. Min. Reynaldo Soares da Fonseca, Quinta Turma, j. 26.5.2020; AgRg no HC n. 553388/SP, Rel. Min. Reynaldo Soares da Fonseca, Quinta Turma, j. 5.3.2020; AgRg no HC n. 550514/SP, Rel. Min. Joel Ilan Paciornik, Quinta Turma, j. 20.2.2020; AgRg no HC n. 527087/SP, Rel. Min. Joel Ilan Paciornik, Quinta Turma, j. 17.10.2019; AgRg no HC n. 490998/SP, Rel. Min. Reynaldo Soares da Fonseca, Quinta Turma, j. 13.8.2019; AgRg no HC n. 687003/SP, Rel. Min. Ribeiro Dantas, Quinta Turma, j. 7.6.2022; AgRg no HC n. 650717/SP, Rel. Minª Laurita Vaz, Sexta Turma, j. 19.4.2022; AgRg no AREsp n. 2301358/PR, Rel. Min. Ribeiro Dantas, Quinta Turma, j. 27.4.2023; AgRg no HC n. 787997/SP, Rel. Minª Laurita Vaz, Sexta Turma, j. 27.3.2023; REsp n. 164.852/SP, Rel. Min. Anselmo Santiago, Sexta Turma, j. 9.6.1998."
1502164-80.2019.8.26.0038,20810736,Apelação Criminal,Disposição de coisa alheia como própria,Tetsuzo Namba,Araras,2ª Câmara de Direito Criminal,2,06/08/2026,06/08/2026,aberto,1.0,False,False,False,675,"DIREITO PENAL E PROCESSUAL PENAL. APELAÇÃO CRIMINAL . ESTELIONATO QUALIFICADO (DISPOSIÇÃO DE COISA ALHEIA COMO PRÓPRIA). PRELIMINARES DE DECADÊNCIA DO DIREITO DE REPRESENTAÇÃO E DE PRESCRIÇÃO RETROATIVA. REJEIÇÃO. CONDENAÇÃO MANTIDA. RECURSO NÃO PROVIDO.
I. Caso em exame
1. O apelante foi condenado à pena de 1 ano de reclusão, em regime inicial aberto, em caso de conversão, substituída por prestação de serviços à comunidade, e ao pagamento de 10 dias-multa no valor mínimo legal, além de indenização civil mínima de R$ 20.600,00, pela prática do crime previsto no artigo 171, § 2º, inciso I, do Código Penal, porque, em 17.4.2019, em Araras/SP, apresentou-se falsamente como proprietário de imóvel alheio e, mediante contrato de compromisso de compra e venda, alienou-o à vítima, obtendo vantagem ilícita.
II. Questões em discussão
2. Discute-se (i) se ocorreu decadência do direito de representação, diante da alegação de que o prazo de seis meses teria transcorrido desde a consumação do delito; (ii) se está configurada a prescrição retroativa da pretensão punitiva, considerando a pena imposta em concreto; (iii) se há prova suficiente para a condenação ou se a conduta se amolda a mero inadimplemento contratual; e (iv) se a existência de acordo cível homologado no CEJUSC afasta a fixação da indenização civil mínima na sentença penal.
III. Razões de decidir
3. Decadência - rejeição. O prazo flui da ciência inequívoca da autoria (art. 103 do CP), confirmada na oitiva policial do apelante em 25.5.2020; a representação, protocolada em 6.7.2020, é tempestiva. A lavratura do boletim de ocorrência em 6.6.2019 também evidencia, por si, o interesse persecutório do ofendido, prescindindo de formalidades adicionais.
4. Prescrição retroativa - inocorrência. O prazo de 4 anos (art. 109, V, do CP), correspondente à pena de 1 ano imposta, não se completou entre o recebimento da denúncia (13.6.2023) e a sentença com trânsito em julgado para a acusação (9.3.2026).
5. Condenação mantida. Materialidade e autoria comprovadas por prova documental e oral. O apelante alienou imóvel alheio como próprio, valendo-se de contrato escrito para aparentar legalidade. O dolo antecedente decorre da continuidade dos anúncios do terreno após receber os valores da vítima e da admissão, em sede policial, de que o bem não estava registrado em seu nome.
6. A intenção pré-ordenada de transacionar bem de terceiro como próprio afasta a equiparação a mero inadimplemento contratual, caracterizando a figura típica do art. 171, § 2º, I, do CP. 
7. Indenização civil mínima mantida. O acordo celebrado no CEJUSC, descumprido pelo apelante, não afasta a fixação da indenização mínima na sentença penal (art. 387, IV, do CPP). O valor de R$ 20.600,00 corresponde ao prejuízo demonstrado nos autos. Eventual pagamento futuro poderá ser abatido em cumprimento de sentença.
IV. Dispositivo e tese
8. Preliminares rejeitadas. Recurso não provido. 
Tese de julgamento: ""1. Nos crimes de ação penal pública condicionada, o prazo decadencial de seis meses para representação flui do conhecimento inequívoco da autoria delitiva, não da consumação do fato (art. 103 do CP). 2. A representação prescinde de formalidades, bastando qualquer manifestação inequívoca do interesse persecutório do ofendido, incluindo o registro de boletim de ocorrência. 3. Configura estelionato qualificado (art. 171, § 2º, I, do CP), e não ilícito civil, a alienação de imóvel alheio como próprio com dolo antecedente, mediante contrato utilizado para aparentar legalidade. 4. Acordo cível homologado em CEJUSC, descumprido pelo réu, não afasta a indenização civil mínima prevista no art. 387, IV, do CPP.""
Legislação Relevante Citada
CP, arts. 103, 109, V e parágrafo único, 114, II, e 171, § 2º, I; CPP, arts. 38 e 387, IV.
Jurisprudência Relevante Citada
STJ, HC n. 964.852/SC, T6, rel. Min. Antonio Saldanha Palheiro, j. 3.12.2025; STJ, AgRg no RHC n. 168.517/PR, T5, rel. Min. Reynaldo Soares da Fonseca, j. 4.10.2022; STJ, AgRg no RHC n. 169.536/PR, T5, rel. Min. Ribeiro Dantas, j. 4.10.2022; STJ, AgRg no REsp n. 1.970.741/SP, T5, rel. Min. Reynaldo Soares da Fonseca, j. 27.9.2022; STJ, AgRg no HC n. 731.920/GO, T6, rel. Min. Sebastião Reis Júnior, j. 13.9.2022; STJ, AgRg no REsp n. 1.988.018/SP, T6, rel. Min. Rogerio Schietti Cruz, j. 24.5.2022."
1502084-32.2024.8.26.0559,20810683,Apelação Criminal,Tráfico de Drogas e Condutas Afins,Tetsuzo Namba,São José do Rio Preto,2ª Câmara de Direito Criminal,2,06/08/2026,06/08/2026,semiaberto,21.166666666666668,False,True,True,487,"DIREITO PENAL. APELAÇÃO CRIMINAL . TRÁFICO DE DROGAS. RECURSO NÃO PROVIDO.
I. Caso em Exame
1. Guilherme, menor de 21 anos, foi condenado a 4 anos e 2 meses de reclusão, em regime semiaberto, além de 416 dias-multa, por tráfico de drogas, conforme artigo 33 da Lei nº 11.343/06. Em 25.10.2024, em São José do Rio Preto/SP, transportava e guardava 42 porções de maconha, totalizando 416,96 gramas, sem autorização. A abordagem ocorreu após comportamento suspeito em um veículo de aplicativo, levando à apreensão de drogas em sua residência.
II. Questão em Discussão
2. A questão em discussão consiste em: (i) a nulidade da prova por ilicitude na abordagem policial e busca pessoal; (ii) a violação de domicílio; (iii) a aplicação da causa de diminuição do tráfico privilegiado; (iv) a fixação da pena-base no mínimo legal; (v) o regime inicial de cumprimento de pena; e (vi) a substituição da pena corporal por restritivas de direitos.
III. Razões de Decidir
3. As preliminares de nulidade da prova e violação de domicílio foram rejeitadas. A abordagem e busca pessoal foram justificadas por fundada suspeita, conforme artigo 244 do CPP, devido ao comportamento suspeito do recorrente. A entrada no domicílio foi consentida pela mãe do apelante, não havendo violação, conforme entendimento do STF no RE nº 603.616/RO.
4. A materialidade do delito foi comprovada por diversos documentos, incluindo auto de prisão em flagrante, boletim de ocorrência, laudos periciais e depoimentos consistentes dos policiais. A autoria foi confirmada pela confissão extrajudicial do recorrente e depoimentos testemunhais.
5. Pena mantida. Na primeira fase, a pena-base foi fixada no mínimo legal. Na segunda fase, as atenuantes da menoridade relativa e da confissão não reduziram a pena abaixo do mínimo legal, conforme Súmula 231 do STJ. Na terceira fase, a redutora do tráfico privilegiado foi aplicada em 1/6, devido à quantidade de droga apreendida, conforme precedentes do STJ. 
6. O regime inicial semiaberto foi justificado pela quantidade da pena e gravidade do delito. A substituição da pena por restritiva de direitos foi negada, pois a pena supera quatro anos, conforme artigo 44 do CP.
IV. Dispositivo e Tese
7. Recurso desprovido.
Tese de julgamento: 1. A abordagem policial e busca pessoal são legais diante de fundada suspeita. 2. A entrada no domicílio com consentimento não configura violação. 3. A quantidade de droga justifica a aplicação da redutora em 1/6. 4. O regime semiaberto é adequado à gravidade do delito. 5. A substituição da pena por restritiva de direitos não é cabível para penas superiores a quatro anos.
Legislação Citada:
CF/1988, art. 5º, XI; CPP, arts. 244, 303; Lei nº 11.343/06, art. 33, § 4º; CP, art. 44.
Jurisprudência Citada:
STF, RE nº 603.616/RO, Rel. Min. Gilmar Mendes; STJ, REsp nº 1.574.681/RS; STJ, AgRg no REsp nº 1.798.257/RO, Rel. Min. Antonio Saldanha Palheiro; STJ, HC 498685/SP, Rel. Min. Joel Ilan Paciornik; STJ, HC 493263/SP, Rel. Min. Joel Ilan Paciornik; STJ, HC 489860/RJ, Rel. Min. Ribeiro Dantas."
